,DrugBank ID,Drug Name,Drug Type,UniProt ID,Protein Names,Gene Symbol,Length
258,DB00072,Trastuzumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
259,DB00072,Trastuzumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
260,DB00072,Trastuzumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
261,DB00072,Trastuzumab,BiotechDrug,P09871,Complement C1s subcomponent,C1S,688.0
262,DB00072,Trastuzumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
263,DB00072,Trastuzumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
264,DB00072,Trastuzumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
265,DB00072,Trastuzumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
266,DB00072,Trastuzumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
267,DB00072,Trastuzumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
268,DB00073,Rituximab,BiotechDrug,P11836,B-lymphocyte antigen CD20,MS4A1,297.0
269,DB00073,Rituximab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
270,DB00073,Rituximab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
271,DB00073,Rituximab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
272,DB00073,Rituximab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
273,DB00073,Rituximab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
274,DB00073,Rituximab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
275,DB00073,Rituximab,BiotechDrug,P09871,Complement C1s subcomponent,C1S,688.0
276,DB00073,Rituximab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
277,DB00073,Rituximab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
278,DB00073,Rituximab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
279,DB00073,Rituximab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
280,DB00074,Basiliximab,BiotechDrug,P01589,Interleukin-2 receptor subunit alpha,IL2RA,272.0
281,DB00074,Basiliximab,BiotechDrug,P14784,Interleukin-2 receptor subunit beta,IL2RB,551.0
282,DB00074,Basiliximab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
283,DB00074,Basiliximab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
284,DB00074,Basiliximab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
285,DB00074,Basiliximab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
286,DB00074,Basiliximab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
287,DB00074,Basiliximab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
288,DB00074,Basiliximab,BiotechDrug,P09871,Complement C1s subcomponent,C1S,688.0
289,DB00074,Basiliximab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
290,DB00074,Basiliximab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
291,DB00074,Basiliximab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
292,DB00074,Basiliximab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
293,DB00075,Muromonab,BiotechDrug,P04234,T-cell surface glycoprotein CD3 delta chain,CD3D,171.0
294,DB00075,Muromonab,BiotechDrug,P07766,T-cell surface glycoprotein CD3 epsilon chain,CD3E,207.0
295,DB00075,Muromonab,BiotechDrug,P09693,T-cell surface glycoprotein CD3 gamma chain,CD3G,182.0
296,DB00075,Muromonab,BiotechDrug,P20963,T-cell surface glycoprotein CD3 zeta chain,CD247,164.0
297,DB00075,Muromonab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
298,DB00075,Muromonab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
299,DB00075,Muromonab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
300,DB00075,Muromonab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
301,DB00075,Muromonab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
302,DB00075,Muromonab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
303,DB00075,Muromonab,BiotechDrug,P09871,Complement C1s subcomponent,C1S,688.0
304,DB00075,Muromonab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
305,DB00075,Muromonab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
306,DB00075,Muromonab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
307,DB00075,Muromonab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
308,DB00078,Ibritumomab tiuxetan,BiotechDrug,P11836,B-lymphocyte antigen CD20,MS4A1,297.0
309,DB00078,Ibritumomab tiuxetan,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
310,DB00078,Ibritumomab tiuxetan,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
311,DB00078,Ibritumomab tiuxetan,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
312,DB00078,Ibritumomab tiuxetan,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
313,DB00078,Ibritumomab tiuxetan,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
314,DB00078,Ibritumomab tiuxetan,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
315,DB00078,Ibritumomab tiuxetan,BiotechDrug,P09871,Complement C1s subcomponent,C1S,688.0
316,DB00078,Ibritumomab tiuxetan,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
317,DB00078,Ibritumomab tiuxetan,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
318,DB00078,Ibritumomab tiuxetan,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
319,DB00078,Ibritumomab tiuxetan,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
320,DB00081,Tositumomab,BiotechDrug,P11836,B-lymphocyte antigen CD20,MS4A1,297.0
321,DB00081,Tositumomab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
322,DB00081,Tositumomab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
323,DB00081,Tositumomab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
324,DB00081,Tositumomab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
325,DB00081,Tositumomab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
326,DB00081,Tositumomab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
327,DB00081,Tositumomab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
328,DB00081,Tositumomab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
329,DB00081,Tositumomab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
330,DB00081,Tositumomab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
331,DB00082,Pegvisomant,BiotechDrug,P10912,Growth hormone receptor,GHR,638.0
332,DB00083,Botulinum Toxin Type A,BiotechDrug,P60880,Synaptosomal-associated protein 25,SNAP25,206.0
333,DB00083,Botulinum Toxin Type A,BiotechDrug,P62745,Rho-related GTP-binding protein RhoB,RHOB,196.0
334,DB00086,Streptokinase,BiotechDrug,P00747,Plasminogen,PLG,810.0
335,DB00086,Streptokinase,BiotechDrug,P25116,Proteinase-activated receptor 1,F2R,425.0
336,DB00087,Alemtuzumab,BiotechDrug,P31358,CAMPATH-1 antigen,CD52,61.0
337,DB00087,Alemtuzumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
338,DB00087,Alemtuzumab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
339,DB00087,Alemtuzumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
340,DB00087,Alemtuzumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
341,DB00087,Alemtuzumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
342,DB00087,Alemtuzumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
343,DB00087,Alemtuzumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
344,DB00087,Alemtuzumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
345,DB00087,Alemtuzumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
346,DB00087,Alemtuzumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
347,DB00089,Capromab,BiotechDrug,Q04609,Glutamate carboxypeptidase 2,FOLH1,750.0
348,DB00091,Cyclosporine,SmallMoleculeDrug,P49069,Calcium signal-modulating cyclophilin ligand,CAMLG,296.0
349,DB00091,Cyclosporine,SmallMoleculeDrug,Q96LZ3,Calcineurin subunit B type 2,PPP3R2,170.0
350,DB00091,Cyclosporine,SmallMoleculeDrug,P62937,Peptidyl-prolyl cis-trans isomerase A,PPIA,165.0
351,DB00091,Cyclosporine,SmallMoleculeDrug,P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",PPIF,207.0
352,DB00092,Alefacept,BiotechDrug,P06729,T-cell surface antigen CD2,CD2,351.0
353,DB00092,Alefacept,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
354,DB00092,Alefacept,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
355,DB00092,Alefacept,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
356,DB00092,Alefacept,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
357,DB00092,Alefacept,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
358,DB00092,Alefacept,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
359,DB00092,Alefacept,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
360,DB00092,Alefacept,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
361,DB00092,Alefacept,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
362,DB00092,Alefacept,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
363,DB00093,Felypressin,SmallMoleculeDrug,P37288,Vasopressin V1a receptor,AVPR1A,418.0
364,DB00094,Urofollitropin,BiotechDrug,P23945,Follicle-stimulating hormone receptor,FSHR,695.0
365,DB00095,Efalizumab,BiotechDrug,P20701,Integrin alpha-L,ITGAL,1170.0
366,DB00095,Efalizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
367,DB00095,Efalizumab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
368,DB00095,Efalizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
369,DB00095,Efalizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
370,DB00095,Efalizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
371,DB00095,Efalizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
372,DB00095,Efalizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
373,DB00095,Efalizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
374,DB00095,Efalizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
375,DB00095,Efalizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
376,DB00097,Chorionic Gonadotropin (Recombinant),BiotechDrug,P22888,Lutropin-choriogonadotropic hormone receptor,LHCGR,699.0
377,DB00097,Chorionic Gonadotropin (Recombinant),BiotechDrug,P23945,Follicle-stimulating hormone receptor,FSHR,695.0
378,DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P06126,T-cell surface glycoprotein CD1a,CD1A,327.0
379,DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,Q95460,Major histocompatibility complex class I-related gene protein,MR1,341.0
380,DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P20701,Integrin alpha-L,ITGAL,1170.0
381,DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P42081,T-lymphocyte activation antigen CD86,CD86,329.0
382,DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
383,DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P01730,T-cell surface glycoprotein CD4,CD4,458.0
384,DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P05556,Integrin beta-1,ITGB1,798.0
385,DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P06756,Integrin alpha-V,ITGAV,1048.0
386,DB00098,Anti-thymocyte Globulin (Rabbit),BiotechDrug,P05106,Integrin beta-3,ITGB3,788.0
387,DB00099,Filgrastim,BiotechDrug,Q99062,Granulocyte colony-stimulating factor receptor,CSF3R,836.0
388,DB00099,Filgrastim,BiotechDrug,P08246,Neutrophil elastase,ELANE,267.0
389,DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P00742,Coagulation factor X,F10,488.0
390,DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P03951,Coagulation factor XI,F11,625.0
391,DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P08709,Coagulation factor VII,F7,466.0
392,DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P00451,Coagulation factor VIII,F8,2351.0
393,DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P00734,Prothrombin,F2,622.0
394,DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,Q07954,Prolow-density lipoprotein receptor-related protein 1,LRP1,4544.0
395,DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P38435,Vitamin K-dependent gamma-carboxylase,GGCX,758.0
396,DB00102,Becaplermin,BiotechDrug,P09619,Platelet-derived growth factor receptor beta,PDGFRB,1106.0
397,DB00102,Becaplermin,BiotechDrug,P16234,Platelet-derived growth factor receptor alpha,PDGFRA,1089.0
398,DB00102,Becaplermin,BiotechDrug,P01023,Alpha-2-macroglobulin,A2M,1474.0
399,DB00104,Octreotide,SmallMoleculeDrug,P30872,Somatostatin receptor type 1,SSTR1,391.0
400,DB00104,Octreotide,SmallMoleculeDrug,P35346,Somatostatin receptor type 5,SSTR5,364.0
401,DB00104,Octreotide,SmallMoleculeDrug,P30874,Somatostatin receptor type 2,SSTR2,369.0
402,DB00105,"Interferon Alfa-2b, Recombinant",BiotechDrug,P48551,Interferon alpha/beta receptor 2,IFNAR2,515.0
403,DB00105,"Interferon Alfa-2b, Recombinant",BiotechDrug,P17181,Interferon alpha/beta receptor 1,IFNAR1,557.0
404,DB00106,Abarelix,BiotechDrug,P30968,Gonadotropin-releasing hormone receptor,GNRHR,328.0
405,DB00107,Oxytocin,BiotechDrug,P30559,Oxytocin receptor,OXTR,389.0
406,DB00107,Oxytocin,BiotechDrug,P01178,Oxytocin-neurophysin 1,OXT,125.0
407,DB00108,Natalizumab,BiotechDrug,P13612,Integrin alpha-4,ITGA4,1032.0
408,DB00108,Natalizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
409,DB00108,Natalizumab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
410,DB00108,Natalizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
411,DB00108,Natalizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
412,DB00108,Natalizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
413,DB00108,Natalizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
414,DB00108,Natalizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
415,DB00108,Natalizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
416,DB00108,Natalizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
417,DB00108,Natalizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
418,DB00108,Natalizumab,BiotechDrug,P05362,Intercellular adhesion molecule 1,ICAM1,532.0
421,DB00110,Palivizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
422,DB00110,Palivizumab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
423,DB00110,Palivizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
424,DB00110,Palivizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
425,DB00110,Palivizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
426,DB00110,Palivizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
427,DB00110,Palivizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
428,DB00110,Palivizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
429,DB00110,Palivizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
430,DB00110,Palivizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
431,DB00111,Daclizumab,BiotechDrug,P01589,Interleukin-2 receptor subunit alpha,IL2RA,272.0
432,DB00111,Daclizumab,BiotechDrug,P14784,Interleukin-2 receptor subunit beta,IL2RB,551.0
433,DB00111,Daclizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
434,DB00111,Daclizumab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
435,DB00111,Daclizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
436,DB00111,Daclizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
437,DB00111,Daclizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
438,DB00111,Daclizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
439,DB00111,Daclizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
440,DB00111,Daclizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
441,DB00111,Daclizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
442,DB00111,Daclizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
443,DB00112,Bevacizumab,BiotechDrug,P15692,Vascular endothelial growth factor A,VEGFA,232.0
444,DB00112,Bevacizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,233.0
445,DB00112,Bevacizumab,BiotechDrug,P00736,Complement C1r subcomponent,C1R,705.0
446,DB00112,Bevacizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A,C1QA,245.0
447,DB00112,Bevacizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B,C1QB,253.0
448,DB00112,Bevacizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C,C1QC,245.0
449,DB00112,Bevacizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,254.0
450,DB00112,Bevacizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
451,DB00112,Bevacizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,317.0
452,DB00112,Bevacizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,310.0
453,DB00112,Bevacizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,323.0
454,DB00113,Arcitumomab,BiotechDrug,P13688,Carcinoembryonic antigen-related cell adhesion molecule 1,CEACAM1,526.0
455,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2,514.0
456,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q99259,Glutamate decarboxylase 1,GAD1,594.0
457,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P35520,Cystathionine beta-synthase,CBS,551.0
458,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q16719,Kynureninase,KYNU,465.0
459,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P34896,"Serine hydroxymethyltransferase, cytosolic",SHMT1,483.0
460,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9Y697,"Cysteine desulfurase, mitochondrial",NFS1,457.0
461,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P17174,"Aspartate aminotransferase, cytoplasmic",GOT1,413.0
462,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P04181,"Ornithine aminotransferase, mitochondrial",OAT,439.0
463,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P11926,Ornithine decarboxylase,ODC1,461.0
464,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q8N5Z0,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",AADAT,425.0
465,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial",ABAT,500.0
466,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9NVS9,Pyridoxine-5'-phosphate oxidase,PNPO,261.0
467,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,O95470,Sphingosine-1-phosphate lyase 1,SGPL1,568.0
